"store","websites","attribute_set","type","sku","category_ids","has_options","name","meta_title","meta_description","url_key","url_path","options_container","image_label","small_image_label","thumbnail_label","image","small_image","thumbnail","gift_message_available","custom_design","page_layout","manf_pn","gtin","price","weight","description","short_description","meta_keyword","custom_layout_update","height","width","length","dangerous_goods_options","status","visibility","tax_class_id","enable_googlecheckout","manufacturer","condition_of_item","prod_type","special_packaging","free_shipping","dangerous_goods","in_stock","shipping_charge","package_qty","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","google_category","special_price","special_from_date","special_to_date","thickness","needle_gauge","needle_length","drillbit_finish"
"admin","base","Default","simple","306-002","7","0","Ratcheting Box Ratchet Wrenches SAE / Inch Set","","","ratcheting-box-ratchet-wrenches-sae-inch-set","ratcheting-box-ratchet-wrenches-sae-inch-set.html","Block after Info Column","Wrench Set","Wrench Set","Wrench Set","/3/0/306-002.jpg","/3/0/306-002.jpg","/3/0/306-002.jpg","Use config",""," , No layout updates","2205","","12.9900","2.0000","<div>5-piece set of MIT ratcheting wrenches. These are designed for heavy-duty use.  <img border=""0"" align=""middle"" width=""100"" src=""http://www.cmlsupply.com/mitlogosm.jpg"" alt=""Michigan Industrial Tools"" /></div>
<ul>
    <li>Durable Nylon housing over Heat treated chrome plated carbon steel panels.</li>
    <li>Precision machined Carbon steel 6-point box ends</li>
    <li>Push button reversing without removing tool</li>
</ul>
<div>5 piece SAE (inch) set includes:</div>
<ul>
    <li>7/32 x 9/32?</li>
    <li>1/4 x 5/16?</li>
    <li>3/8 x 7/16?</li>
    <li>1/2 x 9/16?</li>
    <li>5/8 x 3/4?</li>
</ul>
<div>Warranty: 30 days money back or exchange.</div>
<div>Ship Weight: 2 lbs.</div>","<p>5-piece set of MIT ratcheting wrenches&nbsp;</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Michigan Industrial Tools","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Ratcheting Box Ratchet Wrenches SAE / Inch Set","0","simple","","","","","","","","","",""
"admin","base","Default","simple","306-003","7","0","Ratcheting Box Ratchet Wrenches Metric Set","","","ratcheting-box-ratchet-wrenches-metric-set","ratcheting-box-ratchet-wrenches-metric-set.html","Block after Info Column","Wrench Set","Wrench Set","Wrench Set","/3/0/306-003.jpg","/3/0/306-003.jpg","/3/0/306-003.jpg","Use config",""," , No layout updates","2210","","12.9900","2.0000","<div>10-piece set of MIT ratcheting wrenches. These are designed for heavy-duty use.  <img border=""0"" align=""middle"" width=""100"" src=""http://www.cmlsupply.com/mitlogosm.jpg"" alt=""Michigan Industrial Tools"" /></div>
<ul>
    <li>Durable Nylon housing over Heat treated chrome plated carbon steel panels.</li>
    <li>Precision machined Carbon steel 6-point box ends</li>
    <li>Push button reversing without removing tool</li>
</ul>
<div>5 piece metric set includes:</div>
<ul>
    <li>5.5 x 7mm</li>
    <li>6 x 8mm</li>
    <li>9 x 10mm</li>
    <li>13 x 14mm</li>
    <li>16 x 19mm</li>
</ul>
<div>Warranty: 30 days money back or exchange.</div>
<div>Ship Weight: 2 lbs.</div>","<p>5-piece set of ratcheting wrenches</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Michigan Industrial Tools","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Ratcheting Box Ratchet Wrenches Metric Set","0","simple","","","","","","","","","",""
"admin","base","Default","simple","308-004","7","0","Pocket Folding Locking Utility knife","","","pocket-folding-locking-utility-knife","pocket-folding-locking-utility-knife.html","Block after Info Column","","","","/3/0/308-004.jpg","/3/0/308-004.jpg","/3/0/308-004.jpg","Use config","","","","","5.4900","0.3000","<p>Makes a great gift. Includes a belt holster. Our local ""Big Box"" building center sells a similar knife for $14.97+ tax!</p>

<p><b>Folding Utility Knife:</b></p>
<ul>
<li>Quick-Change, Push-Button Release for the Fastest Blade Change Available</li>
<li>Convenient Handle Compartment Holds up to 6 Extra Blades</li>
<li>Liner-Lock Design for Safe Operation and One-Handed Opening </li>
<li>Compact Closed Size Fits Easily in Any Pocket</li>
<li>Complete with Belt Holster and 5 Bonus Blades</li>
</ul>
<p>Warranty: MIT Tools have a 30-day satisfaction guarantee directly through us, and a LIFETIME warranty directly through Michigan Industrial Tools.</p><img src=""http://www.cmlsupply.com/mitlogosm.jpg"" alt=""Michigan Industrial Tools"" width=""120"" border=""0"" align=""middle"" />","<p>A handy pocket knife with 5 free blades!<img src=""http://www.cmlsupply.com/mitlogosm.jpg"" alt=""Michigan Industrial Tools"" width=""120"" border=""0"" align=""middle"" /></p>","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","Michigan Industrial Tools","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Pocket Folding Locking Utility knife","0","simple","","","","","","","","","",""
"admin","base","Default","simple","308-005","7","0","Pocket Folding Utility knife LED flashlight combo set","","","pocket-folding-utility-knife-led-flashlight-combo-set","pocket-folding-utility-knife-led-flashlight-combo-set.html","Block after Info Column","","","","/3/0/308-005.jpg","/3/0/308-005.jpg","/3/0/308-005.jpg","Use config","","","","","10.9900","0.6000","<p>Folding utility knife set with 4-LED flashlight.</p>
<p>Makes a great gift. Comes nicely packaged in a clear blister pack, and includes a belt holster. Our local ""Big Box"" building center sells a similar knife, NO flashlight for $14.97+ tax!</p>

<p><b>Folding Utility Knife:</b></p>
<ul>
<li>Quick-Change, Push-Button Release for the Fastest Blade Change Available</li>
<li>Convenient Handle Compartment Holds up to 6 Extra Blades</li>
<li>Liner-Lock Design for Safe Operation and One-Handed Opening </li>
<li>Compact Closed Size Fits Easily in Any Pocket</li>
<li>Complete with Belt Holster and 5 Bonus Blades</li>
</ul>

<p><b>LED Pocket Flashlight:</b></p>
<ul>
<li>Super Bright 4-LED Light Head</li>
<li>Knurled Non-Slip Handle Grip</li>
<li>Oversized Push-Button ON/OFF Switch for Easy Operation</li>
<li>Extra-Wide Nylon Wrist Lanyard</li>
</ul>


<p align=""center"" class=""style1 style1"" style=""MARGIN: 3pt 0in"">
<img src=""http://www.cmlsupply.com/308005package.jpg"" width=""400"" height=""343"" alt="""" /></p>
<p>Warranty: MIT Tools have a 30-day satisfaction guarantee directly through us, <img src=""http://www.cmlsupply.com/mitlogosm.jpg"" alt=""Michigan Industrial Tools"" width=""120"" border=""0"" align=""middle"" />d a 1 year warranty directly through Michigan Industrial Tools.</p>","<p>A great knife and flashlight gift set with holster and extra blades.<img src=""http://www.cmlsupply.com/mitlogosm.jpg"" alt=""MIT"" height=""30"" /></p>","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","Michigan Industrial Tools","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","2.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Pocket Folding Utility knife LED flashlight combo set","0","simple","","","","","","","","","",""
"admin","base","Default","simple","308-100","7","0","Mini Utility Knife Blade Replacement 10 Pack","","","mini-utility-knife-blade-replacement-10-pack","mini-utility-knife-blade-replacement-10-pack.html","Block after Info Column","Mini Knife Blade","Mini Knife Blade","Mini Knife Blade","/3/0/308-100.jpg","/3/0/308-100.jpg","/3/0/308-100.jpg","Use config",""," , No layout updates","308-100","792363937894","2.9900","0.1200","<p>Pack of 10 blades with dispenser. Compare to $1.99 for a pack of three !!!</p>
<ul>
    <li>Fits our MIT mini utility knife</li>
    <li>Fits Stanley Mitey Knife 10-039 10-139 and 10-239</li>
    <li>Compatible with Stanley Blade 10-031</li>
    <li>Fits Sheffield Knife 12116, 12125, 12121</li>
    <li>Compatible with Sheffield Blade 12851</li>
    <li>Packaged in safety dispenser as pictured</li>
    <li>Dimensions: Approx 1-1/8&quot; tip to tip, 9/16&quot; across top, 3/8&quot; high</li>
</ul>
<p>&nbsp;</p>","<p>Pack of 10 blades with dispenser fits Stanley Mitey Knife,  MIT, Sheffield, and Pittsburgh Lock Back Folding Utility Knife.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Mini Utility Knife Blade Replacement 10 Pack","0","simple","","","","","","","","","",""
"admin","base","Default","simple","312-22020","37","0","Daylight Ultra-Slim 7"" Fluorescent Magnifier Lamp 22020","Daylight Magnifying Lamp Clamp Light","Daylight Magnifier for inspection, manufacturing, hobbies, crafts, needlework.","daylight-ultra-slim-7-fluorescent-magnifier-lamp-22020","daylight-ultra-slim-7-fluorescent-magnifier-lamp-22020.html","Block after Info Column","Daylight Magnifier","Daylight Magnifier","Daylight Magnifier","/3/1/312-22020a.jpg","/3/1/312-22020a.jpg","/3/1/312-22020a.jpg","Use config",""," , No layout updates","U22020-01","809802220209","157.9900","12.0000","<div>See all the details you've been missing with this extra-large lens! This unique, stylish slimline magnifying light is ideal for your most precision work.</div>
<div>Daylight technology renders colors and details more accurately. Perfect for hobbies or crafts, inspection or manufacturing.</div>
<div><strong>Features:</strong></div>
<ul>
    <li>Slim head design for optimal viewing without restrictions</li>
    <li>7&quot; 3-diopter (1.75X) glass lenses</li>
    <li>Lens is clear, optically perfect glass</li>
    <li>Uses a unique 28-watt (150W equivalent) low heat Daylight tube</li>
    <li>Heavy-duty metal arm with internal safety springs.</li>
    <li>Includes table clamp and bulb</li>
    <li>Electronic ballast for flicker-free light</li>
    <li>Heavy-duty metal arm construction</li>
</ul>
<p>60 day no-hassle return policy on this item. 1 Year factory warranty.</p>
<p>ship Weight: 12 pounds</p>","<p>This unique, stylish slimline magnifying light features a 7&quot; lens and is ideal for all your detailed work.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Daylight Company","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","Daylight Ultra-Slim 7"" Fluorescent Magnifier Lamp 22020","0","simple","","","","","","","","","",""
"admin","base","Default","simple","312-22030","37","0","Daylight Slim Line Magnifying Lamp, 22030","Daylight Magnifying Lamp Clamp Light","Daylight Magnifier for inspection, manufacturing, hobbies, crafts, needlework.","daylight-slim-line-magnifying-lamp-22030","daylight-slim-line-magnifying-lamp-22030.html","Block after Info Column","Daylight Slimline Magnifying Lamp","Daylight Slimline Magnifying Lamp","Daylight Slimline Magnifying Lamp","/3/1/312-22030a.jpg","/3/1/312-22030a.jpg","/3/1/312-22030a.jpg","Use config",""," , No layout updates","U22030-01","809802220308","94.9900","10.0000","<p>See what you've been missing! This unique, stylish slimline magnifying light is ideal for all your detailed work. Daylight technology renders colors and details more accurately. Perfect for hobbies or crafts, inspection or manufacturing.</p>
<div><strong>Features:</strong></div>
<ul>
    <li>Slim head design for optimal viewing without restrictions</li>
    <li>Two 5&quot; glass lenses: 3-diopter (1.75X) and 5-diopter (2.25X) with tool-free change</li>
    <li>Lenses are clear, optically perfect glass</li>
    <li>Uses a unique 22-watt (100W equivalent) low heat Daylight tube</li>
    <li>Heavy-duty metal arm with internal safety springs.</li>
    <li>Includes table clamp, 2 lenses, and bulb</li>
    <li>Electronic ballast for flicker-free light</li>
    <li>Heavy-duty metal arm construction</li>
</ul>
<p>Shipping Weight: 10 Lbs.</p>
<p>60 day no-hassle return policy on this item. 1 Year factory warranty.</p>
<p>FAST shipping via FedEx Ground to anywhere in the US.</p>
<p>manufacturer # U22030-01</p>","<p>See what you've been missing! This unique, stylish slimline magnifying light is ideal for all your detailed work.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Daylight Company","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","","0.0000","1","0","1","0","Daylight Slim Line Magnifying Lamp, 22030","0","simple","","","","","","","","","",""
"admin","base","Default","simple","312-23040","37","0"," Daylight Deluxe 5x7"" Industrial Magnifier Lamp","Daylight Magnifying Lamp Clamp Light","Daylight Magnifier for inspection, manufacturing, hobbies, crafts, needlework.","daylight-deluxe-5x7-industrial-magnifier-lamp","daylight-deluxe-5x7-industrial-magnifier-lamp.html","Block after Info Column","","","","/3/1/312-23040a.jpg","/3/1/312-23040a.jpg","/3/1/312-23040a.jpg","Use config",""," , No layout updates","U23040-01","","249.9900","13.0000","<div>See all the details you've been missing with this extra-large lens! This unique, stylish magnifying light is ideal for your most precision work.</div>
<div>Daylight technology renders colors and details more accurately. Perfect for medical applications, hobbies or crafts, inspection or manufacturing.</div>
<div><strong>Features:</strong></div>
<ul>
    <li>Wide magnification area for viewing without restrictions</li>
    <li>Large 5&quot;x7&quot; 3-diopter (1.75X) glass lens</li>
    <li>Lens is clear, optically perfect glass</li>
    <li>(2) 13-watt low heat Daylight bulbs (140W equivalent)</li>
    <li>Heavy-duty metal arm with internal safety springs.</li>
    <li>Includes table clamp and bulb</li>
    <li>Electronic ballast for flicker-free light</li>
    <li>Heavy-duty metal arm construction</li>
</ul>
<p>60 day no-hassle return policy on this item. 1 Year factory warranty.</p>
<p>FAST shipping via FedEx Ground to anywhere in the US.</p>
<p>ship Weight: 13 pounds</p>
<p>manufacturer #&nbsp; U23040-01</p>","<p>Industrial magnifying light features a 5x7 lens and is ideal for your most precise work.</p>","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","Daylight Company","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0"," Daylight Deluxe 5x7"" Industrial Magnifier Lamp","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-002","39","0","Stainless Steel 6"" Pocket Ruler","","","stainless-steel-6-pocket-ruler","stainless-steel-6-pocket-ruler.html","Block after Info Column","","","","/3/1/313-002.jpg","/3/1/313-002.jpg","/3/1/313-002.jpg","Use config",""," , No layout updates","313-002","","1.9900","0.2000","<ul>
    <li>Corrosion resistant stainless steel construction</li>
    <li>Etched, black easy-to-read graduations in 32nds and 64ths</li>
    <li>Reverse side has decimal equivalent chart</li>
    <li>Sliding pocket clip doubles as a depth gauge</li>
</ul>","<p>6&quot; Stainless Steel Pocket Ruler</p>","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Stainless Steel 6"" Pocket Ruler","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-003-10X","38","0","Eye Loupe 10X magnification","","","eye-loupe-10x-magnification","eye-loupe-10x-magnification.html","Block after Info Column","Eye Loupe","Eye Loupe","Eye Loupe","/3/1/313-003.jpg","/3/1/313-003.jpg","/3/1/313-003.jpg","Use config",""," , No layout updates","LL-10","","2.3900","0.2000","<p>General purpose inspection loupe. Optical quality glass lens. Rests comfortable and naturally in the eye socket. Lightweight, yet sturdy.</p>
<p>Plastic mount. 1&quot; lens. Working distance is 1&quot;.</p>","<p>General purpose jewelers inspection loop.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Carson","New","Business & Industrial","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Eye Loupe 10X magnification","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-004-3pc","38","0","Carson Magniloupe Eye Loupe with cushion 3pc Set","","","carson-magniloupe-eye-loupe-with-cushion-3pc-set","carson-magniloupe-eye-loupe-with-cushion-3pc-set.html","Block after Info Column","","","","/3/1/313-004-3pc.jpg","/3/1/313-004-3pc.jpg","/3/1/313-004-3pc.jpg","Use config",""," , No layout updates","313-004-3pc","","10.9900","0.3000","<p>Set contains 4x 6x 8x inspection loupes with rubber comfort ring.  <br />
Perfect for stamp or coin collectors, jewelry or watch making, or electronics technicians.</p>
<p>Optical quality glass lens. Rests comfortably and naturally in the eye socket. Lightweight, yet sturdy. <br />
Plastic mount. Rubber cushion for comfort. All have a 1&quot; lens.</p>
<p>Manufactured by Carson Optical, a premier name in magnification instruments. MSRP is $12 !</p>
<ul>
    <li>4X has a 2.5&quot; working distance</li>
    <li>6X has a 2.0&quot; working distance</li>
    <li>8X has a 1.0&quot; working distance</li>
</ul>
<p>Carson Magniloupe ML-44, ML-66, ML-88</p>","<p>4x 6x 8x magnifier Jewelers Inspection Loop set. Cushioned for greater comfort.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Carson","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Carson Magniloupe Eye Loupe with cushion 3pc Set","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-004-4X","38","0","Carson Magniloupe Eye Loupe 4X With Cushion","","","carson-magniloupe-eye-loupe-4x-with-cushion","carson-magniloupe-eye-loupe-4x-with-cushion.html","Block after Info Column","","","","/3/1/313-004.jpg","/3/1/313-004.jpg","/3/1/313-004.jpg","Use config",""," , No layout updates","313-004-4x","","3.7900","0.1000","<p>General purpose inspection loupe. Optical quality glass lens. Rests comfortable and naturally in the eye socket. Lightweight, yet sturdy. Rubber cushion for comfort.</p>
<p>Plastic mount. 1&quot; lens. Working distance is 1&quot;.</p>","<p>Cushioned Jewelers Inspection Loop for greater comfort.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Carson","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Carson Magniloupe Eye Loupe 4X With Cushion","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-004-6X","38","0","Eye Loupe Carson Magniloupe 6X with cushion","","","eye-loupe-carson-magniloupe-6x-with-cushion","eye-loupe-carson-magniloupe-6x-with-cushion.html","Block after Info Column","","","","/3/1/313-004_1.jpg","/3/1/313-004_1.jpg","/3/1/313-004_1.jpg","Use config",""," , No layout updates","313-004-6x","","3.7900","0.1000","<p>General purpose inspection loupe. Optical quality glass lens. Rests comfortable and naturally in the eye socket. Lightweight, yet sturdy. Rubber cushion for comfort.</p>
<p>Plastic mount. 1&quot; lens. Working distance is 1&quot;.</p>","<p>Cushioned Jewelers Inspection Loop for greater comfort.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Carson","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Eye Loupe Carson Magniloupe 6X with cushion","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-004-8X","38","0","Eye Loupe Carson Magniloupe 8X With Cushion","","","eye-loupe-carson-magniloupe-8x-with-cushion","eye-loupe-carson-magniloupe-8x-with-cushion.html","Block after Info Column","","","","/3/1/313-004_2.jpg","/3/1/313-004_2.jpg","/3/1/313-004_2.jpg","Use config",""," , No layout updates","313-004-8x","","3.7900","0.1000","<p>General purpose inspection loupe. Optical quality glass lens. Rests comfortable and naturally in the eye socket. Lightweight, yet sturdy. Rubber cushion for comfort.</p>
<p>Plastic mount. 1&quot; lens. Working distance is 1&quot;.</p>","<p>Cushioned Jewelers Inspection Loop for greater comfort.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Carson","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Eye Loupe Carson Magniloupe 8X With Cushion","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-010","38","0","Carson Stand Inspection Magnifier 10X 1"" Glass Eye Loupe","","","carson-stand-inspection-magnifier-10x-1-glass-eye-loupe","carson-stand-inspection-magnifier-10x-1-glass-eye-loupe.html","Block after Info Column","","","","/3/1/313-010.jpg","/3/1/313-010.jpg","/3/1/313-010.jpg","Use config",""," , No layout updates","313-010","","4.7900","0.2500","<p>Carson LumiLoupe 10X magnifier with 1&quot; Diameter Lens. Ideal for examining prints, drawings, etc.</p>
<ul>
    <li>1&quot; diameter dual lens mounted on a clear acrylic base.</li>
    <li>Fixed focus</li>
    <li>Base permits ambient light to illuminate subject for clear bright viewing.</li>
</ul>
<p>Carson Model: LL-10</p>
<p>Shipping weight: 0.2 Lbs.</p>","<p>10X Stand Loupe for inspection of stamps, photos, or documents.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Carson","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","0","0","Carson Stand Inspection Magnifier 10X 1"" Glass Eye Loupe","0","simple","","","","","","","","","",""
"admin","base","Default","simple","313-011","38","0","Aven Stand Inspection Magnifier 3X 3"" Dia.","","","aven-stand-inspection-magnifier-3x-3-dia","aven-stand-inspection-magnifier-3x-3-dia.html","Block after Info Column","","","","/3/1/313-011.jpg","/3/1/313-011.jpg","/3/1/313-011.jpg","Use config",""," , No layout updates","26052","","7.9900","0.5000","<p>3X magnifier with 3&quot; Diameter Lens. Ideal for examining prints, drawings, etc.</p>
<ul>
    <li>3&quot; diameter lens mounted on a clear acrylic base.</li>
    <li>Fixed focus</li>
    <li>Base permits ambient light to illuminate subject for clear bright viewing.</li>
</ul>
<p>Warranty: Aven Tools have a 30-day satisfaction guarantee through us, and a 1-Year warranty directly through Aven Tools.</p>
<p>Aven Model: 26052</p>
<p>CMl#-313-011</p>
<p>Shipping weight: 0.5 Lbs.</p>
<p><img width=""120"" border=""0"" align=""middle"" alt=""Aven Tools"" src=""http://www.cmlsupply.com/avenlogosm.jpg"" /></p>","<p>3X Stand Loupe for inspection of stamps, photos, or documents.  <img height=""25"" align=""right"" alt=""Best Value"" src=""http://www.cmlsupply.com/bestvalue1sm.jpg"" /></p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","Aven","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Aven Stand Inspection Magnifier 3X 3"" Dia.","0","simple","","","","","","","","","",""
